Orthogroup,Salar
OG0009699,XP_014039958.1
OG0009698,XP_013979899.1
OG0009698,XP_013982844.1
OG0009698,XP_014039371.1
OG0009698,XP_014040820.1
OG0026285,0
OG0022728,XP_014043961.1
OG0026287,0
OG0003299,XP_013988031.1
OG0003299,XP_014022696.1
OG0026281,0
OG0026280,0
OG0026283,0
OG0026282,0
OG0026289,0
OG0026288,0
OG0025958,XP_014006175.1
OG0025958,XP_014007444.1
OG0025959,XP_014009154.1
OG0009529,XP_014035834.1
OG0009529,XP_014067452.1
OG0009528,XP_014035832.1
OG0009528,XP_014067512.1
OG0009523,XP_013996857.1
OG0009523,XP_014032512.1
OG0009522,XP_014055552.1
OG0009522,XP_014068149.1
OG0009521,XP_013997571.1
OG0009520,XP_014032444.1
OG0009527,XP_014035802.1
OG0009527,XP_014068264.1
OG0009526,XP_014035738.1
OG0009526,XP_014068534.1
OG0009525,XP_014035734.1
OG0009525,XP_014068603.1
OG0009524,XP_014009168.1
OG0009524,XP_014011856.1
OG0009524,XP_014024004.1
OG0009524,XP_014025459.1
OG0009524,XP_014026699.1
OG0009524,XP_014041835.1
OG0009524,XP_014054124.1
OG0009524,XP_014069201.1
OG0027888,0
OG0027889,0
OG0027880,XP_014064388.1
OG0027881,0
OG0027882,0
OG0027883,0
OG0027884,0
OG0027885,0
OG0027886,XP_013981478.1
OG0027887,XP_014020923.1
OG0023509,XP_014041516.1
OG0023509,XP_014042509.1
OG0023508,XP_014006261.1
OG0023508,XP_014007751.1
OG0026759,XP_014055666.1
OG0026758,0
OG0023501,XP_014041018.1
OG0023500,0
OG0023503,XP_013987023.1
OG0023503,XP_014031255.1
OG0023502,0
OG0023505,XP_014014916.1
OG0023505,XP_014019072.1
OG0023504,XP_014019131.1
OG0023507,0
OG0023506,0
OG0022458,XP_014039020.1
OG0022459,0
OG0015559,XP_014014139.1
OG0015558,XP_014014144.1
OG0015557,XP_014014147.1
OG0015556,XP_014014148.1
OG0015555,0
OG0015554,XP_014014158.1
OG0015553,NP_001134014.1
OG0015552,XP_014014160.1
OG0015551,XP_014014163.1
OG0015550,XP_014014165.1
OG0018608,XP_014071702.1
OG0018609,XP_014071721.1
OG0018600,XP_014008216.1
OG0018601,XP_014004667.1
OG0018602,XP_014004666.1
OG0018603,XP_014071658.1
OG0018604,XP_014071660.1
OG0018605,XP_014004647.1
OG0018606,XP_014071688.1
OG0018607,XP_014004145.1
OG0018607,XP_014071695.1
OG0028412,XP_014042573.1
OG0028412,XP_014042871.1
OG0025228,XP_014039376.1
OG0025229,XP_014008063.1
OG0025229,XP_014039917.1
OG0028413,XP_014042594.1
OG0028413,XP_014042595.1
OG0025222,XP_014040469.1
OG0025223,0
OG0025220,0
OG0025221,XP_014013620.1
OG0025226,XP_014006348.1
OG0025227,XP_014006520.1
OG0025224,0
OG0025225,XP_014041231.1
OG0028411,XP_014042542.1
OG0028416,XP_014042757.1
OG0028416,XP_014044218.1
OG0028417,XP_014042804.1
OG0028417,XP_014043348.1
OG0028414,XP_014042624.1
OG0028414,XP_014043165.1
OG0028415,XP_014042748.1
OG0028415,XP_014046736.1
OG0014389,XP_013981329.1
OG0014388,XP_013981267.1
OG0014381,XP_013981203.1
OG0014380,XP_014003280.1
OG0014383,XP_013981220.1
OG0014382,XP_014003276.1
OG0014385,XP_014003257.1
OG0014384,XP_013981227.1
OG0014387,XP_014003225.1
OG0014386,XP_013981266.1
OG0022314,XP_014028347.1
OG0001699,XP_013997443.1
OG0001699,XP_014033061.1
OG0001698,XP_013997687.1
OG0001698,XP_014033051.1
OG0001695,XP_014054444.1
OG0001695,XP_014068436.1
OG0001694,XP_014044210.1
OG0001694,XP_014054438.1
OG0001694,XP_014068430.1
OG0001697,XP_014032600.1
OG0001697,XP_014033007.1
OG0001697,XP_014033047.1
OG0001696,XP_014041820.1
OG0001696,XP_014042244.1
OG0001696,XP_014054449.1
OG0001691,XP_013997203.1
OG0001691,XP_014032781.1
OG0001690,XP_013982020.1
OG0001690,XP_014065469.1
OG0001693,XP_014054484.1
OG0001693,XP_014068424.1
OG0001692,XP_013997213.1
OG0001692,XP_014032550.1
OG0007228,XP_013984329.1
OG0007228,XP_013993875.1
OG0007229,NP_001117065.1
OG0007229,XP_013988857.1
OG0007226,XP_013986358.1
OG0007226,XP_013993860.1
OG0007227,XP_013986369.1
OG0007227,XP_013993866.1
OG0007224,XP_014048147.1
OG0007224,XP_014059847.1
OG0007225,XP_014040552.1
OG0007225,XP_014040604.1
OG0007225,XP_014041819.1
OG0007225,XP_014044103.1
OG0007222,NP_001167235.1
OG0007223,XP_014048140.1
OG0007223,XP_014059851.1
OG0007220,XP_013986343.1
OG0007220,XP_013993858.1
OG0007221,XP_014047895.1
OG0007221,XP_014059875.1
OG0021839,XP_013984441.1
OG0021838,XP_013983153.1
OG0021833,XP_014013855.1
OG0021832,XP_014013856.1
OG0021831,XP_014013760.1
OG0021830,XP_014013722.1
OG0021837,XP_013983060.1
OG0021836,XP_013982699.1
OG0021835,XP_014013880.1
OG0021834,XP_014013858.1
OG0007594,XP_014048503.1
OG0007594,XP_014066620.1
OG0007595,XP_014048763.1
OG0007595,XP_014066530.1
OG0007596,XP_014054284.1
OG0007596,XP_014068572.1
OG0007597,XP_014054293.1
OG0007597,XP_014068492.1
OG0007590,XP_014048141.1
OG0007590,XP_014066641.1
OG0007591,XP_014048411.1
OG0007591,XP_014066621.1
OG0007592,XP_014054222.1
OG0007592,XP_014068596.1
OG0007592,XP_014068604.1
OG0007593,XP_014054226.1
OG0007593,XP_014068130.1
OG0007593,XP_014068601.1
OG0007598,XP_014049502.1
OG0007598,XP_014066542.1
OG0007599,XP_013997770.1
OG0007599,XP_014033183.1
OG0026544,0
OG0006171,XP_014019939.1
OG0006171,XP_014029886.1
OG0006170,XP_014019803.1
OG0006170,XP_014029920.1
OG0006173,XP_013980287.1
OG0006173,XP_014004078.1
OG0006172,XP_014004023.1
OG0006175,XP_014019920.1
OG0006175,XP_014030014.1
OG0006174,XP_013980276.1
OG0006177,XP_013979641.1
OG0006177,XP_014004554.1
OG0006176,XP_013979615.1
OG0006176,XP_014004569.1
OG0006179,XP_013979675.1
OG0006179,XP_014004522.1
OG0006178,XP_013979644.1
OG0026737,0
OG0001336,XP_014016065.1
OG0001336,XP_014056413.1
OG0001337,XP_014015894.1
OG0001337,XP_014015916.1
OG0001337,XP_014056540.1
OG0001334,XP_014018157.1
OG0001334,XP_014056314.1
OG0001335,XP_014016332.1
OG0001335,XP_014056581.1
OG0001332,XP_014017859.1
OG0001332,XP_014056297.1
OG0001333,XP_014018140.1
OG0001333,XP_014018973.1
OG0001333,XP_014056312.1
OG0001330,XP_014017506.1
OG0001330,XP_014056267.1
OG0001331,NP_001134963.1
OG0001331,XP_014056296.1
OG0001338,XP_014015724.1
OG0001338,XP_014056671.1
OG0001339,XP_014015492.1
OG0001339,XP_014056470.1
OG0002678,XP_013991671.1
OG0002678,XP_014002199.1
OG0002679,NP_001134074.1
OG0002679,XP_013991669.1
OG0002676,XP_013991687.1
OG0002676,XP_014002182.1
OG0002677,XP_013991682.1
OG0002677,XP_014002183.1
OG0002674,NP_001133385.1
OG0002674,XP_014002178.1
OG0002675,XP_013991688.1
OG0002675,XP_014002181.1
OG0002672,XP_013991690.1
OG0002672,XP_014002172.1
OG0002673,XP_013991689.1
OG0002673,XP_014002177.1
OG0002670,XP_013991704.1
OG0002670,XP_014002162.1
OG0002671,XP_013991696.1
OG0002671,XP_014002170.1
OG0012729,XP_013986719.1
OG0012729,XP_014026598.1
OG0012729,XP_014026609.1
OG0012729,XP_014038413.1
OG0012728,XP_014032068.1
OG0012728,XP_014040712.1
OG0012725,XP_014041348.1
OG0012725,XP_014044550.1
OG0012725,XP_014044926.1
OG0012724,0
OG0012727,XP_014032070.1
OG0012727,XP_014032072.1
OG0012726,XP_014031753.1
OG0012721,XP_013985797.1
OG0012721,XP_014038647.1
OG0012721,XP_014041255.1
OG0012721,XP_014042763.1
OG0012721,XP_014042826.1
OG0012720,XP_013983133.1
OG0012720,XP_013983211.1
OG0012720,XP_014031780.1
OG0012723,XP_013982786.1
OG0012723,XP_014031834.1
OG0012722,XP_014041069.1
OG0012722,XP_014043963.1
OG0012722,XP_014044356.1
OG0012722,XP_014044858.1
OG0012722,XP_014044965.1
OG0012722,XP_014045069.1
OG0012722,XP_014057749.1
OG0016439,XP_014015662.1
OG0016438,XP_013993166.1
OG0006959,XP_014016012.1
OG0006959,XP_014027106.1
OG0006958,XP_014016019.1
OG0006958,XP_014026896.1
OG0006957,XP_014016008.1
OG0006957,XP_014027091.1
OG0006956,XP_014015966.1
OG0006956,XP_014027074.1
OG0006955,XP_014016041.1
OG0006954,XP_014017295.1
OG0006954,XP_014026538.1
OG0006953,XP_014017309.1
OG0006953,XP_014026536.1
OG0006952,XP_014017225.1
OG0006952,XP_014026518.1
OG0016433,NP_001133236.1
OG0006950,XP_014017255.1
OG0006950,XP_014026564.1
OG0016383,XP_014026120.1
OG0016382,XP_014017314.1
OG0016381,XP_014026597.1
OG0016380,XP_014017333.1
OG0016387,XP_014017248.1
OG0016387,XP_014026104.1
OG0016386,XP_014017246.1
OG0016385,XP_014026576.1
OG0016384,XP_014026577.1
OG0003200,XP_013988471.1
OG0003200,XP_014022363.1
OG0003201,XP_013988474.1
OG0003201,XP_014022359.1
OG0003202,XP_013988484.1
OG0003202,XP_014022348.1
OG0016388,XP_014026515.1
OG0003204,XP_013988242.1
OG0003204,XP_014022624.1
OG0003205,NP_001133679.1
OG0003205,XP_014022623.1
OG0003206,XP_013988253.1
OG0003206,XP_014022622.1
OG0003207,XP_013988259.1
OG0003207,XP_014022615.1
OG0026700,XP_013982358.1
OG0026701,0
OG0013098,XP_014006019.1
OG0013099,XP_014020626.1
OG0013099,XP_014029299.1
OG0013094,XP_014039467.1
OG0013094,XP_014040007.1
OG0013095,XP_014006525.1
OG0013096,XP_014005836.1
OG0013096,XP_014008105.1
OG0013097,XP_014006485.1
OG0013097,XP_014041145.1
OG0013090,XP_014019683.1
OG0013091,XP_014019742.1
OG0013092,XP_014006634.1
OG0013092,XP_014006647.1
OG0013093,XP_014006641.1
OG0013093,XP_014041622.1
OG0026702,0
OG0026703,0
OG0009329,XP_014048668.1
OG0009328,XP_013983507.1
OG0009328,XP_013996201.1
OG0026704,0
OG0009325,XP_014048690.1
OG0009325,XP_014059177.1
OG0009324,XP_013983544.1
OG0009324,XP_013995428.1
OG0009327,XP_014048634.1
OG0009327,XP_014059159.1
OG0009326,XP_014048689.1
OG0009326,XP_014059168.1
OG0009321,XP_014048713.1
OG0009321,XP_014059199.1
OG0009320,XP_014048722.1
OG0009320,XP_014059238.1
OG0009323,XP_013983545.1
OG0009323,XP_013995400.1
OG0009322,XP_014048710.1
OG0009322,XP_014059232.1
OG0019800,XP_014003019.1
OG0026705,0
OG0026706,0
OG0022618,XP_014058463.1
OG0022619,0
OG0022616,0
OG0022617,0
OG0022614,XP_013995782.1
OG0022615,XP_014041501.1
OG0022612,XP_013993511.1
OG0022613,0
OG0022610,XP_014049702.1
OG0022611,XP_014049852.1
OG0022611,XP_014049935.1
OG0026707,0
OG0010015,NP_001135047.1
OG0010015,XP_014006941.1
OG0010015,XP_014010301.1
OG0010015,XP_014039760.1
OG0010015,XP_014043699.1
OG0010015,XP_014043703.1
OG0010015,XP_014043892.1
OG0010015,XP_014044448.1
OG0010014,XP_014008165.1
OG0010014,XP_014057110.1
OG0010017,XP_014027524.1
OG0010017,XP_014056722.1
OG0010016,XP_014043315.1
OG0010016,XP_014045177.1
OG0010011,XP_014013027.1
OG0010011,XP_014056859.1
OG0010010,XP_014014822.1
OG0010013,XP_014012006.1
OG0010013,XP_014012019.1
OG0010013,XP_014056916.1
OG0010012,XP_014012880.1
OG0010012,XP_014056980.1
OG0010019,XP_014032592.1
OG0010019,XP_014032595.1
OG0010019,XP_014032715.1
OG0010018,XP_014042489.1
OG0010018,XP_014043404.1
OG0010018,XP_014044289.1
OG0010018,XP_014044389.1
OG0009819,XP_014004220.1
OG0009819,XP_014071754.1
OG0009818,XP_014005943.1
OG0009818,XP_014007283.1
OG0009817,XP_014004199.1
OG0009817,XP_014071730.1
OG0009816,XP_014004192.1
OG0009815,XP_014004172.1
OG0009814,NP_001134392.1
OG0009814,XP_014071713.1
OG0009813,XP_014006351.1
OG0009813,XP_014006454.1
OG0009813,XP_014008221.1
OG0009813,XP_014039984.1
OG0009812,XP_014006500.1
OG0009812,XP_014006509.1
OG0009812,XP_014008227.1
OG0009812,XP_014043560.1
OG0009812,XP_014044154.1
OG0009811,XP_014004658.1
OG0009811,XP_014071662.1
OG0009810,XP_014071630.1
OG0024513,XP_013983013.1
OG0024512,XP_014013832.1
OG0024511,0
OG0024510,XP_013980882.1
OG0024517,0
OG0024516,0
OG0024515,XP_013988796.1
OG0024514,0
OG0024519,0
OG0024518,XP_014036578.1
OG0024518,XP_014039156.1
OG0015144,XP_014001212.1
OG0015145,NP_001133780.1
OG0015146,XP_014001201.1
OG0015147,XP_013990823.1
OG0015140,XP_014001248.1
OG0015141,XP_014001250.1
OG0015142,XP_014001237.1
OG0015143,XP_013990768.1
OG0015148,XP_013991011.1
OG0015148,XP_014001193.1
OG0015149,XP_013990837.1
OG0023989,0
OG0023988,XP_013978973.1
OG0023985,XP_013998890.1
OG0023984,XP_013998905.1
OG0023984,XP_013998907.1
OG0023987,XP_014017315.1
OG0023986,XP_013998831.1
OG0023981,XP_014039771.1
OG0023980,XP_014061405.1
OG0023983,0
OG0023982,XP_014061685.1
OG0014811,XP_014061984.1
OG0014810,XP_014061991.1
OG0014813,XP_014044287.1
OG0014813,XP_014062002.1
OG0014812,XP_014008940.1
OG0014815,XP_014008919.1
OG0019826,0
OG0019825,XP_014020522.1
OG0019824,XP_014007355.1
OG0014819,XP_014011073.1
OG0013846,XP_014069467.1
OG0019829,XP_014029374.1
OG0019828,XP_014029319.1
OG0013843,XP_014017907.1
OG0013843,XP_014069670.1
OG0013842,XP_014017899.1
OG0013842,XP_014069442.1
OG0013841,NP_001134749.1
OG0013840,XP_014018239.1
OG0013840,XP_014069826.1
OG0015856,NP_001135050.1
OG0015857,NP_001135793.1
OG0015854,XP_014021334.1
OG0015855,XP_013987142.1
OG0020988,XP_013992717.1
OG0015853,0
OG0015850,XP_014021353.1
OG0015851,XP_013987106.1
OG0020984,XP_014015117.1
OG0020985,XP_014015272.1
OG0020986,XP_014015254.1
OG0020987,XP_013992715.1
OG0020980,XP_013993447.1
OG0020981,XP_013993484.1
OG0020982,XP_014015061.1
OG0020983,XP_014015118.1
OG0026624,0
OG0017568,XP_014066625.1
OG0017569,XP_014048451.1
OG0017564,XP_014066632.1
OG0017565,NP_001134627.1
OG0017566,NP_001135008.1
OG0017567,XP_014048351.1
OG0017560,XP_014051053.1
OG0017561,XP_014048198.1
OG0017562,XP_014048268.1
OG0017563,XP_014048309.1
OG0013921,XP_013994790.1
OG0023206,XP_014013534.1
OG0023207,XP_014013558.1
OG0023204,XP_014050284.1
OG0023205,XP_014003882.1
OG0023205,XP_014005893.1
OG0023205,XP_014042865.1
OG0023205,XP_014043091.1
OG0023202,XP_014009268.1
OG0023202,XP_014062587.1
OG0023203,XP_014040631.1
OG0023200,XP_014059185.1
OG0023201,0
OG0023208,XP_014040410.1
OG0023209,XP_014013683.1
OG0018572,XP_014071513.1
OG0014039,XP_014013431.1
OG0014039,XP_014035873.1
OG0014039,XP_014035875.1
OG0017781,XP_014055391.1
OG0014037,XP_013999861.1
OG0014037,XP_014060237.1
OG0014036,XP_013999847.1
OG0014036,XP_014060582.1
OG0014035,XP_014035898.1
OG0014034,XP_014060211.1
OG0014033,XP_014013379.1
OG0014032,XP_013999655.1
OG0014031,XP_013999649.1
OG0014031,XP_014060424.1
OG0014030,XP_013999656.1
OG0018571,XP_014004869.1
OG0018576,XP_014004891.1
OG0017785,XP_014068965.1
OG0017786,XP_014067109.1
OG0017787,XP_014068027.1
OG0006849,XP_013984590.1
OG0006849,XP_014051909.1
OG0006848,XP_013984562.1
OG0006848,XP_014051894.1
OG0013927,XP_013996738.1
OG0022559,XP_014052335.1
OG0022558,XP_013987796.1
OG0022551,XP_014021651.1
OG0022550,XP_013989236.1
OG0022553,0
OG0022552,XP_014051381.1
OG0022555,XP_014052055.1
OG0022554,0
OG0022557,0
OG0022556,XP_013993628.1
OG0024542,0
OG0024898,XP_013981509.1
OG0024899,XP_013982967.1
OG0024899,XP_013983108.1
OG0024892,0
OG0024893,XP_014040870.1
OG0024890,0
OG0024891,XP_013994512.1
OG0024891,XP_014002195.1
OG0024896,XP_013998810.1
OG0024896,XP_014038023.1
OG0024896,XP_014040398.1
OG0024897,NP_001158747.1
OG0024897,XP_014042754.1
OG0024897,XP_014042846.1
OG0024897,XP_014048675.1
OG0024894,XP_014038436.1
OG0024894,XP_014044942.1
OG0024895,XP_014040941.1
OG0024543,XP_013978978.1
OG0006847,XP_013984558.1
OG0006847,XP_014051886.1
OG0006846,NP_001167047.1
OG0006846,XP_014051850.1
OG0024544,0
OG0021118,XP_014065585.1
OG0021119,XP_014065462.1
OG0021110,XP_014067858.1
OG0021111,XP_014044745.1
OG0021112,XP_014032223.1
OG0021113,XP_014043888.1
OG0021114,XP_014043813.1
OG0021115,0
OG0021116,XP_014065596.1
OG0021117,XP_014065586.1
OG0016787,XP_014036495.1
OG0016786,XP_014053871.1
OG0016785,XP_014041400.1
OG0016785,XP_014053865.1
OG0017829,XP_014010426.1
OG0017828,XP_014010337.1
OG0018839,XP_014060423.1
OG0018838,XP_014060406.1
OG0017821,XP_014061870.1
OG0017820,XP_014010595.1
OG0018831,XP_014029683.1
OG0018830,XP_014029685.1
OG0018837,XP_013999586.1
OG0018836,XP_013999583.1
OG0018835,XP_014060375.1
OG0018834,XP_013978926.1
OG0018834,XP_013979191.1
OG0004652,NP_001134623.1
OG0004652,XP_014060697.1
OG0003605,XP_014016563.1
OG0003605,XP_014027614.1
OG0004650,XP_014010375.1
OG0004650,XP_014060790.1
OG0004651,XP_014010379.1
OG0004651,XP_014060723.1
OG0004656,XP_014010241.1
OG0004656,XP_014060250.1
OG0004657,XP_014010233.1
OG0004657,XP_014062367.1
OG0004654,XP_014010255.1
OG0004654,XP_014060396.1
OG0004655,XP_014010250.1
OG0004655,XP_014060351.1
OG0004948,XP_013986988.1
OG0004948,XP_014031977.1
OG0004949,XP_013986989.1
OG0004949,XP_014031935.1
OG0004946,XP_013986984.1
OG0004946,XP_014031986.1
OG0004947,XP_013986985.1
OG0004947,XP_014031944.1
OG0004944,XP_013986982.1
OG0004944,XP_014032000.1
OG0004945,XP_013987024.1
OG0004945,XP_014033145.1
OG0004942,NP_001167258.1
OG0004942,XP_014030897.1
OG0004943,NP_001133058.1
OG0004943,XP_013986978.1
OG0004940,XP_013982264.1
OG0004940,XP_014030906.1
OG0004941,XP_013982263.1
OG0004941,XP_014030903.1
OG0020791,XP_014037770.1
OG0020790,0
OG0020793,NP_001134734.1
OG0020792,XP_014013429.1
OG0020795,NP_001134128.1
OG0020794,XP_014035962.1
OG0020797,XP_014013392.1
OG0020796,XP_014013393.1
OG0020799,XP_014013400.1
OG0020798,NP_001135248.1
OG0007411,XP_013999487.1
OG0007411,XP_014060165.1
OG0007410,NP_001139909.1
OG0007410,XP_014067127.1
OG0007413,XP_013999546.1
OG0007413,XP_014060321.1
OG0007412,NP_001167268.1
OG0007412,XP_013999506.1
OG0007415,XP_014039772.1
OG0007415,XP_014044162.1
OG0007415,XP_014064344.1
OG0007414,XP_013999544.1
OG0007414,XP_014060324.1
OG0007417,XP_014016260.1
OG0007417,XP_014039316.1
OG0007417,XP_014039952.1
OG0007417,XP_014064806.1
OG0007416,XP_014037916.1
OG0007419,XP_014010622.1
OG0007419,XP_014068577.1
OG0007418,XP_013978721.1
OG0007418,XP_014067106.1
OG0005307,XP_013995546.1
OG0005307,XP_014046075.1
OG0005306,XP_013995540.1
OG0005306,XP_014046078.1
OG0005305,XP_013995529.1
OG0005305,XP_014046082.1
OG0005304,XP_013995523.1
OG0005304,XP_014046380.1
OG0005303,XP_013995519.1
OG0005303,XP_014046086.1
OG0005302,XP_013995516.1
OG0005302,XP_014046095.1
OG0005301,XP_013995512.1
OG0005301,XP_014046101.1
OG0005300,XP_013995505.1
OG0005300,XP_014046103.1
OG0005309,NP_001134021.1
OG0005309,XP_014046073.1
OG0005308,XP_013995548.1
OG0005308,XP_014046074.1
OG0027220,0
OG0027221,0
OG0027222,XP_013981481.1
OG0027223,0
OG0027224,0
OG0027225,0
OG0027226,0
OG0027227,XP_014040243.1
OG0027228,0
OG0027229,0
OG0028171,XP_013998630.1
OG0028171,XP_014034197.1
OG0028170,XP_013998610.1
OG0028170,XP_013998621.1
OG0028173,XP_013998709.1
OG0028173,XP_014034335.1
OG0028172,XP_013998704.1
OG0028172,XP_014057333.1
OG0028175,XP_013999014.1
OG0028175,XP_014028204.1
OG0028174,XP_013998754.1
OG0028177,XP_013999995.1
OG0028177,XP_014065745.1
OG0028176,XP_013999669.1
OG0028176,XP_014047047.1
OG0008304,XP_014007497.1
OG0008304,XP_014007612.1
OG0008305,XP_014007450.1
OG0008305,XP_014007572.1
OG0008305,XP_014007616.1
OG0008306,NP_001239286.1
OG0008306,XP_014072264.1
OG0008307,XP_014024863.1
OG0008307,XP_014072236.1
OG0008300,XP_014006076.1
OG0008300,XP_014007434.1
OG0008300,XP_014039005.1
OG0008301,XP_014025054.1
OG0008301,XP_014072014.1
OG0008302,NP_001167379.1
OG0008302,XP_014006080.1
OG0008303,XP_014007583.1
OG0008308,XP_014024882.1
OG0008308,XP_014072182.1
OG0008309,XP_014024890.1
OG0016963,XP_013986426.1
OG0003469,XP_014015896.1
OG0003469,XP_014027165.1
OG0016961,XP_014060025.1
OG0016960,XP_013986196.1
OG0016967,XP_014048193.1
OG0016966,XP_014048175.1
OG0016965,XP_013986439.1
OG0016964,XP_013986531.1
OG0003460,NP_001133119.1
OG0003460,XP_014015945.1
OG0003461,XP_014015944.1
OG0003461,XP_014027126.1
OG0003462,XP_014015933.1
OG0003462,XP_014026868.1
OG0003463,XP_014015928.1
OG0003463,XP_014027133.1
OG0003464,XP_014015918.1
OG0003464,XP_014027138.1
OG0003465,XP_013993124.1
OG0003465,XP_014052451.1
OG0003466,XP_013993139.1
OG0003466,XP_014052459.1
OG0003467,XP_013993147.1
OG0003467,XP_014052469.1
OG0006456,XP_014047606.1
OG0006457,XP_013990698.1
OG0006457,XP_014001746.1
OG0006454,XP_013990202.1
OG0006454,XP_014047443.1
OG0006455,XP_013990193.1
OG0006455,XP_014047437.1
OG0006452,XP_013990227.1
OG0006452,XP_014047577.1
OG0006453,XP_013990213.1
OG0006453,XP_014047452.1
OG0006450,XP_013990388.1
OG0006450,XP_014000829.1
OG0006451,XP_013990229.1
OG0006451,XP_014047456.1
OG0006458,XP_013990711.1
OG0006458,XP_014001734.1
OG0006459,XP_013990715.1
OG0006459,XP_014001733.1
OG0004168,XP_013983860.1
OG0004168,XP_014065678.1
OG0004169,XP_013983756.1
OG0004169,XP_014065610.1
OG0003798,XP_014023977.1
OG0003798,XP_014048211.1
OG0003799,NP_001133315.1
OG0003799,XP_014023976.1
OG0004164,XP_013986484.1
OG0004164,XP_014065629.1
OG0003797,XP_014023992.1
OG0003797,XP_014048203.1
OG0003794,XP_013998943.1
OG0003794,XP_014028144.1
OG0004167,XP_013984840.1
OG0004167,XP_014065621.1
OG0003792,NP_001167267.1
OG0003792,XP_014047758.1
OG0003793,XP_014024024.1
OG0003793,XP_014047769.1
OG0004162,NP_001133458.1
OG0004162,XP_013983428.1
OG0003791,NP_001133614.1
OG0003791,XP_014024022.1
OG0001109,XP_014017027.1
OG0001109,XP_014026348.1
OG0001108,NP_001133148.1
OG0001101,XP_014005788.1
OG0001101,XP_014007162.1
OG0001101,XP_014044520.1
OG0001101,XP_014044667.1
OG0001101,XP_014044671.1
OG0001101,XP_014044787.1
OG0001100,XP_014003051.1
OG0001100,XP_014003095.1
OG0001100,XP_014041107.1
OG0001100,XP_014041108.1
OG0001100,XP_014042835.1
OG0001100,XP_014044273.1
OG0001100,XP_014044375.1
OG0001100,XP_014044483.1
OG0001100,XP_014044820.1
OG0001103,XP_014015195.1
OG0001103,XP_014036539.1
OG0001102,XP_014007755.1
OG0001102,XP_014007837.1
OG0001102,XP_014042903.1
OG0001105,XP_013983028.1
OG0001105,XP_014031877.1
OG0001105,XP_014035547.1
OG0001104,XP_014012625.1
OG0001104,XP_014037075.1
OG0001104,XP_014037132.1
OG0001104,XP_014038819.1
OG0001104,XP_014046928.1
OG0001107,XP_013998835.1
OG0001107,XP_014025954.1
OG0001106,XP_014032203.1
OG0001106,XP_014032212.1
OG0001106,XP_014041846.1
OG0011759,XP_014040587.1
OG0011759,XP_014044599.1
OG0011758,XP_013979097.1
OG0011755,XP_013999103.1
OG0011755,XP_014061709.1
OG0011754,XP_013999107.1
OG0011754,XP_013999119.1
OG0011754,XP_014061701.1
OG0011757,XP_013979041.1
OG0011756,XP_014039548.1
OG0011756,XP_014039987.1
OG0011751,XP_014015744.1
OG0011750,XP_013978825.1
OG0011753,XP_014061639.1
OG0011752,XP_013978952.1
OG0011752,XP_014015374.1
OG0011752,XP_014039535.1
OG0000472,XP_013994475.1
OG0000472,XP_014002758.1
OG0000472,XP_014025074.1
OG0000472,XP_014071994.1
OG0000473,XP_013989550.1
OG0000473,XP_013989567.1
OG0000473,XP_013990395.1
OG0000473,XP_014000824.1
OG0000470,XP_014065252.1
OG0000470,XP_014065266.1
OG0000470,XP_014065267.1
OG0000470,XP_014065268.1
OG0000471,NP_001167278.1
OG0000471,XP_013979287.1
OG0000471,XP_014011176.1
OG0000471,XP_014051356.1
OG0000476,XP_013988477.1
OG0000476,XP_013989773.1
OG0000476,XP_014002884.1
OG0000476,XP_014022351.1
OG0000477,XP_014020513.1
OG0000477,XP_014020578.1
OG0000477,XP_014020585.1
OG0000477,XP_014020586.1
OG0000477,XP_014044146.1
OG0000477,XP_014044175.1
OG0000477,XP_014044690.1
OG0000474,NP_001134731.1
OG0000474,XP_013987989.1
OG0000474,XP_014002243.1
OG0000474,XP_014022908.1
OG0000475,NP_001117170.1
OG0000475,NP_001117187.1
OG0000475,XP_013991177.1
OG0007934,XP_014069038.1
OG0000478,XP_013979239.1
OG0000478,XP_014005200.1
OG0000478,XP_014006243.1
OG0000478,XP_014007761.1
OG0000478,XP_014007813.1
OG0000478,XP_014037377.1
OG0000478,XP_014039205.1
OG0000479,XP_013996832.1
OG0000479,XP_014015269.1
OG0000479,XP_014036827.1
OG0000479,XP_014039389.1
OG0000479,XP_014043548.1
OG0007935,XP_013982801.1
OG0007935,XP_014031674.1
OG0007935,XP_014038179.1
OG0007935,XP_014044893.1
OG0013443,XP_013993960.1
OG0013443,XP_013994007.1
OG0013442,XP_014041957.1
OG0013442,XP_014058547.1
OG0013442,XP_014058554.1
OG0013441,XP_014049497.1
OG0013441,XP_014058567.1
OG0013440,XP_014049560.1
OG0013440,XP_014058557.1
OG0013447,XP_014040257.1
OG0013447,XP_014058520.1
OG0013446,NP_001167386.1
OG0013446,XP_014049713.1
OG0013445,XP_014058512.1
OG0013444,XP_013982977.1
OG0013449,XP_014058527.1
OG0013448,XP_013983021.1
OG0015724,XP_014036617.1
OG0015725,XP_014036614.1
OG0010930,XP_014051976.1
OG0010930,XP_014066993.1
OG0015727,XP_014036608.1
OG0010936,0
OG0010937,XP_014049186.1
OG0010937,XP_014058928.1
OG0015722,XP_014012684.1
OG0015723,XP_014036618.1
OG0010938,XP_014017442.1
OG0010938,XP_014068992.1
OG0010939,XP_014049492.1
OG0010939,XP_014058672.1
OG0015728,XP_014036516.1
