Salar,Ohno_annot_binary
XP_014038315.1,1
XP_014038316.1,0
XP_014038317.1,0
XP_014038318.1,0
XP_014038319.1,0
XP_014038320.1,0
XP_014038321.1,0
XP_014038322.1,0
XP_014038323.1,0
XP_014038341.1,0
XP_014038342.1,0
XP_014038343.1,0
XP_014038344.1,0
XP_014038346.1,0
XP_014038348.1,0
XP_014038349.1,0
XP_014038350.1,0
XP_014038351.1,0
XP_014038352.1,0
XP_014038353.1,0
XP_014038355.1,0
XP_014038356.1,0
XP_014038359.1,0
XP_014038360.1,0
XP_014038361.1,0
XP_014038363.1,0
XP_014038364.1,0
XP_014038365.1,0
XP_014038366.1,0
XP_014038367.1,0
XP_014038368.1,0
XP_014038370.1,0
XP_014038371.1,0
XP_014038372.1,0
XP_014038374.1,0
XP_014038375.1,0
XP_014038376.1,0
XP_014038377.1,0
XP_014038378.1,0
XP_014038380.1,0
XP_014038381.1,0
XP_014038384.1,0
XP_014038385.1,0
XP_014038386.1,0
XP_014038388.1,0
XP_014038389.1,0
XP_014038390.1,0
XP_014038392.1,0
XP_014038394.1,0
XP_014038395.1,0
XP_014038396.1,0
XP_014038397.1,0
XP_014038399.1,0
XP_014038400.1,0
XP_014038401.1,0
XP_014038402.1,0
XP_014038404.1,0
XP_014038405.1,0
XP_014038406.1,0
XP_014038408.1,0
XP_014038410.1,0
XP_014038411.1,0
XP_014038412.1,0
XP_014038414.1,0
XP_014038415.1,0
XP_014038416.1,0
XP_014038417.1,0
XP_014038418.1,0
XP_014038419.1,0
XP_014038420.1,0
XP_014038421.1,1
XP_014038422.1,0
XP_014038423.1,0
XP_014038426.1,0
XP_014038427.1,0
XP_014038428.1,0
XP_014038430.1,0
XP_014038432.1,0
XP_014038434.1,0
XP_014038435.1,0
XP_014038436.1,0
XP_014038437.1,0
XP_014038438.1,0
XP_014038440.1,0
XP_014038441.1,0
XP_014038442.1,0
XP_014038447.1,0
XP_014038448.1,0
XP_014038449.1,0
XP_014038451.1,0
XP_014038452.1,0
XP_014038453.1,0
XP_014038456.1,0
XP_014038458.1,0
XP_014038459.1,0
XP_014038460.1,0
XP_014038465.1,0
XP_014038466.1,0
XP_014038469.1,0
XP_014038471.1,0
XP_014038472.1,0
XP_014038473.1,0
XP_014038474.1,0
XP_014038475.1,0
XP_014038476.1,0
XP_014038491.1,0
XP_014038526.1,0
XP_014038527.1,0
XP_014038528.1,0
XP_014038530.1,0
XP_014038531.1,0
XP_014038532.1,0
XP_014038534.1,0
XP_014038535.1,0
XP_014038536.1,0
XP_014038540.1,0
XP_014038541.1,0
XP_014038542.1,0
XP_014038544.1,0
XP_014038549.1,0
XP_014038550.1,0
XP_014038551.1,0
XP_014038552.1,0
XP_014038554.1,0
XP_014038556.1,0
XP_014038559.1,0
XP_014038560.1,0
XP_014038561.1,0
XP_014038563.1,1
XP_014038567.1,0
XP_014038568.1,0
XP_014038569.1,0
XP_014038571.1,0
XP_014038573.1,0
XP_014038574.1,0
XP_014038577.1,0
XP_014038579.1,0
XP_014038585.1,0
XP_014038586.1,0
XP_014038587.1,0
XP_014038588.1,0
XP_014038590.1,0
XP_014038591.1,0
XP_014038593.1,0
XP_014038595.1,0
XP_014038596.1,0
XP_014038602.1,0
XP_014038604.1,0
XP_014038607.1,0
XP_014038608.1,0
XP_014038610.1,0
XP_014038612.1,0
XP_014038613.1,0
XP_014038614.1,0
XP_014038615.1,0
XP_014038616.1,0
XP_014038617.1,0
XP_014038618.1,0
XP_014038620.1,0
XP_014038621.1,0
XP_014038622.1,0
XP_014038625.1,0
XP_014038626.1,0
XP_014038627.1,0
XP_014038628.1,0
XP_014038629.1,0
XP_014038630.1,0
XP_014038633.1,0
XP_014038636.1,0
XP_014038637.1,0
XP_014038638.1,0
XP_014038640.1,0
XP_014038641.1,0
XP_014038644.1,0
XP_014038646.1,0
XP_014038647.1,0
XP_014038649.1,0
XP_014038654.1,0
XP_014038655.1,0
XP_014038657.1,0
XP_014038658.1,0
XP_014038659.1,0
XP_014038660.1,0
XP_014038662.1,0
XP_014038663.1,0
XP_014038664.1,0
XP_014038665.1,0
XP_014038666.1,0
XP_014038667.1,0
XP_014038668.1,0
XP_014038669.1,0
XP_014038670.1,0
XP_014038671.1,0
XP_014038672.1,0
XP_014038673.1,0
XP_014038675.1,0
XP_014038676.1,0
XP_014038677.1,0
XP_014038678.1,0
XP_014038681.1,0
XP_014038683.1,0
XP_014038684.1,0
XP_014038685.1,0
XP_014038686.1,0
XP_014038695.1,0
XP_014038696.1,0
XP_014038697.1,0
XP_014038698.1,0
XP_014038699.1,0
XP_014038700.1,0
XP_014038704.1,0
XP_014038707.1,0
XP_014038708.1,0
XP_014038709.1,0
XP_014038710.1,0
XP_014038713.1,0
XP_014038715.1,0
XP_014038716.1,0
XP_014038718.1,0
XP_014038724.1,0
XP_014038725.1,0
XP_014038731.1,0
XP_014038734.1,0
XP_014038736.1,0
XP_014038737.1,0
XP_014038741.1,0
XP_014038743.1,0
XP_014038745.1,0
XP_014038746.1,0
XP_014038747.1,0
XP_014038748.1,0
XP_014038754.1,0
XP_014038756.1,0
XP_014038757.1,0
XP_014038759.1,0
XP_014038760.1,0
XP_014038761.1,0
XP_014038762.1,0
XP_014038770.1,0
XP_014038771.1,0
XP_014038772.1,0
XP_014038774.1,0
XP_014038777.1,0
XP_014038778.1,0
XP_014038779.1,0
XP_014038783.1,0
XP_014038784.1,0
XP_014038785.1,0
XP_014038786.1,0
XP_014038788.1,0
XP_014038789.1,0
XP_014038791.1,0
XP_014038793.1,0
XP_014038794.1,0
XP_014038797.1,0
XP_014038799.1,0
XP_014038800.1,0
XP_014038802.1,0
XP_014038803.1,0
XP_014038804.1,0
XP_014038805.1,0
XP_014038806.1,0
XP_014038807.1,0
XP_014038808.1,0
XP_014038809.1,0
XP_014038813.1,0
XP_014038814.1,0
XP_014038817.1,0
XP_014038819.1,1
XP_014038821.1,0
XP_014038822.1,0
XP_014038823.1,0
XP_014038824.1,0
XP_014038828.1,0
XP_014038829.1,0
XP_014038830.1,0
XP_014038831.1,0
XP_014038832.1,0
XP_014038834.1,0
XP_014038839.1,0
XP_014038840.1,0
XP_014038841.1,0
XP_014038842.1,0
XP_014038843.1,0
XP_014038845.1,0
XP_014038846.1,0
XP_014038847.1,0
XP_014038848.1,0
XP_014038849.1,0
XP_014038850.1,0
XP_014038853.1,0
XP_014038854.1,0
XP_014038855.1,0
XP_014038856.1,0
XP_014038859.1,0
XP_014038860.1,0
XP_014038861.1,0
XP_014038863.1,0
XP_014038864.1,0
XP_014038865.1,0
XP_014038866.1,0
XP_014038867.1,0
XP_014038868.1,0
XP_014038869.1,0
XP_014038870.1,0
XP_014038871.1,0
XP_014038872.1,0
XP_014038873.1,0
XP_014038874.1,0
XP_014038875.1,0
XP_014038876.1,0
XP_014038877.1,0
XP_014038879.1,0
XP_014038880.1,0
XP_014038881.1,0
XP_014038882.1,0
XP_014038883.1,0
XP_014038886.1,0
XP_014038887.1,0
XP_014038888.1,0
XP_014038889.1,0
XP_014038891.1,0
XP_014038892.1,0
XP_014038893.1,0
XP_014038895.1,0
XP_014038897.1,0
XP_014038900.1,0
XP_014038902.1,0
XP_014038907.1,0
XP_014038908.1,0
XP_014038909.1,0
XP_014038910.1,0
XP_014038911.1,0
XP_014038913.1,0
XP_014038916.1,0
XP_014038918.1,0
XP_014038919.1,0
XP_014038922.1,0
XP_014038924.1,0
XP_014038926.1,0
XP_014038927.1,0
XP_014038928.1,0
XP_014038929.1,0
XP_014038931.1,0
XP_014038933.1,0
XP_014038934.1,0
XP_014038937.1,0
XP_014038938.1,0
XP_014038940.1,0
XP_014038941.1,0
XP_014038944.1,0
XP_014038945.1,0
XP_014038946.1,0
XP_014038948.1,0
XP_014038956.1,0
XP_014038957.1,0
XP_014038958.1,0
XP_014038959.1,0
XP_014038961.1,0
XP_014038962.1,0
XP_014038963.1,0
XP_014038966.1,0
XP_014038967.1,0
XP_014038970.1,0
XP_014038971.1,0
XP_014038972.1,0
XP_014038975.1,0
XP_014038979.1,0
XP_014038980.1,0
XP_014038981.1,0
XP_014038982.1,0
XP_014038985.1,0
XP_014038990.1,0
XP_014038991.1,0
XP_014038992.1,0
XP_014038993.1,0
XP_014038994.1,0
XP_014038996.1,0
XP_014038997.1,0
XP_014038998.1,0
XP_014038999.1,0
XP_014039000.1,0
XP_014039002.1,0
XP_014039003.1,0
XP_014039004.1,0
XP_014039005.1,0
XP_014039010.1,0
XP_014039011.1,0
XP_014039012.1,0
XP_014039013.1,0
XP_014039014.1,0
XP_014039015.1,0
XP_014039016.1,0
XP_014039019.1,0
XP_014039020.1,0
XP_014039022.1,0
XP_014039025.1,0
XP_014039026.1,0
XP_014039027.1,0
XP_014039031.1,0
XP_014039034.1,0
XP_014039035.1,0
XP_014039036.1,0
XP_014039037.1,0
XP_014039039.1,0
XP_014039040.1,0
XP_014039043.1,0
XP_014039044.1,0
XP_014039046.1,0
XP_014039050.1,0
XP_014039052.1,0
XP_014039053.1,0
XP_014039054.1,0
XP_014039055.1,0
XP_014039056.1,0
XP_014039057.1,0
XP_014039058.1,0
XP_014039059.1,0
XP_014039060.1,0
XP_014039061.1,0
XP_014039062.1,0
XP_014039063.1,0
XP_014039064.1,0
XP_014039065.1,0
XP_014039066.1,0
XP_014039068.1,0
XP_014039069.1,0
XP_014039070.1,0
XP_014039072.1,0
XP_014039074.1,0
XP_014039075.1,0
XP_014039076.1,0
XP_014039077.1,0
XP_014039078.1,0
XP_014039079.1,1
XP_014039081.1,0
XP_014039082.1,0
XP_014039089.1,0
XP_014039095.1,0
XP_014039097.1,0
XP_014039098.1,0
XP_014039099.1,0
XP_014039101.1,0
XP_014039103.1,0
XP_014039107.1,0
XP_014039108.1,0
XP_014039112.1,0
XP_014039113.1,0
XP_014039114.1,0
XP_014039115.1,0
XP_014039116.1,0
XP_014039119.1,0
XP_014039120.1,0
XP_014039121.1,0
XP_014039122.1,0
XP_014039128.1,0
XP_014039129.1,0
XP_014039130.1,0
XP_014039131.1,0
XP_014039132.1,0
XP_014039134.1,0
XP_014039136.1,0
XP_014039137.1,0
XP_014039138.1,0
XP_014039139.1,0
XP_014039141.1,0
XP_014039142.1,0
XP_014039143.1,0
XP_014039144.1,0
XP_014039145.1,0
XP_014039147.1,0
XP_014039148.1,0
XP_014039150.1,0
XP_014039151.1,0
XP_014039152.1,0
XP_014039154.1,0
XP_014039156.1,0
XP_014039157.1,0
XP_014039158.1,0
XP_014039159.1,0
XP_014039161.1,0
XP_014039162.1,0
XP_014039164.1,0
XP_014039165.1,0
XP_014039168.1,0
XP_014039169.1,0
XP_014039170.1,0
XP_014039171.1,0
XP_014039173.1,0
XP_014039175.1,0
XP_014039178.1,0
XP_014039179.1,1
XP_014039180.1,0
XP_014039191.1,0
XP_014039192.1,0
XP_014039193.1,0
XP_014039194.1,0
XP_014039195.1,0
XP_014039196.1,0
XP_014039197.1,0
XP_014039198.1,0
XP_014039199.1,0
XP_014039200.1,0
XP_014039201.1,0
XP_014039202.1,0
XP_014039204.1,0
XP_014039205.1,0
XP_014039206.1,0
XP_014039208.1,0
XP_014039210.1,0
XP_014039215.1,0
XP_014039216.1,0
XP_014039217.1,0
XP_014039218.1,0
XP_014039221.1,0
XP_014039222.1,0
XP_014039223.1,0
XP_014039224.1,0
XP_014039225.1,0
XP_014039226.1,0
XP_014039228.1,0
XP_014039233.1,0
XP_014039236.1,0
XP_014039237.1,0
XP_014039238.1,0
XP_014039239.1,0
XP_014039241.1,1
XP_014039247.1,0
XP_014039253.1,0
XP_014039254.1,0
XP_014039255.1,0
XP_014039256.1,0
XP_014039257.1,0
XP_014039258.1,0
XP_014039259.1,0
XP_014039261.1,0
XP_014039262.1,0
XP_014039263.1,0
XP_014039264.1,0
XP_014039265.1,0
XP_014039266.1,0
XP_014039267.1,0
XP_014039268.1,0
XP_014039272.1,0
XP_014039275.1,0
XP_014039282.1,0
XP_014039283.1,0
XP_014039284.1,0
XP_014039285.1,0
XP_014039286.1,0
XP_014039287.1,0
XP_014039288.1,0
XP_014039289.1,0
XP_014039290.1,0
XP_014039291.1,0
XP_014039297.1,0
XP_014039298.1,0
XP_014039299.1,0
XP_014039300.1,0
XP_014039301.1,0
XP_014039302.1,0
XP_014039304.1,0
XP_014039305.1,0
XP_014039309.1,0
XP_014039310.1,0
XP_014039311.1,0
XP_014039312.1,0
XP_014039313.1,0
XP_014039314.1,0
XP_014039315.1,0
XP_014039316.1,0
XP_014039317.1,0
XP_014039319.1,0
XP_014039320.1,0
XP_014039321.1,0
XP_014039322.1,0
XP_014039324.1,0
XP_014039325.1,0
XP_014039326.1,0
XP_014039327.1,0
XP_014039329.1,0
XP_014039331.1,0
XP_014039332.1,0
XP_014039333.1,0
XP_014039334.1,0
XP_014039335.1,0
XP_014039336.1,0
XP_014039341.1,0
XP_014039342.1,0
XP_014039343.1,0
XP_014039344.1,0
XP_014039345.1,0
XP_014039346.1,0
XP_014039347.1,0
XP_014039349.1,0
XP_014039351.1,0
XP_014039352.1,0
XP_014039354.1,0
XP_014039355.1,0
XP_014039357.1,0
XP_014039358.1,0
XP_014039361.1,0
XP_014039362.1,0
XP_014039363.1,0
XP_014039364.1,0
XP_014039365.1,0
XP_014039366.1,0
XP_014039367.1,0
XP_014039368.1,0
XP_014039369.1,0
XP_014039370.1,0
XP_014039371.1,0
XP_014039372.1,0
XP_014039373.1,0
XP_014039374.1,0
XP_014039376.1,0
XP_014039377.1,0
XP_014039378.1,0
XP_014039381.1,0
XP_014039383.1,0
XP_014039384.1,0
XP_014039385.1,0
XP_014039386.1,0
XP_014039388.1,0
XP_014039389.1,0
XP_014039392.1,0
XP_014039395.1,0
XP_014039396.1,0
XP_014039397.1,0
XP_014039399.1,0
XP_014039401.1,0
XP_014039402.1,0
XP_014039403.1,0
XP_014039405.1,0
XP_014039406.1,0
XP_014039407.1,0
XP_014039408.1,0
XP_014039410.1,0
XP_014039412.1,0
XP_014039413.1,0
XP_014039415.1,0
XP_014039416.1,0
XP_014039420.1,0
XP_014039421.1,0
XP_014039423.1,0
XP_014039425.1,0
XP_014039426.1,0
XP_014039427.1,0
XP_014039428.1,0
XP_014039429.1,0
XP_014039430.1,0
XP_014039432.1,0
XP_014039433.1,0
XP_014039435.1,0
XP_014039436.1,0
XP_014039437.1,0
XP_014039438.1,0
XP_014039440.1,0
XP_014039441.1,0
XP_014039442.1,0
XP_014039443.1,0
XP_014039444.1,0
XP_014039445.1,0
XP_014039446.1,0
XP_014039447.1,0
XP_014039449.1,0
XP_014039451.1,0
XP_014039453.1,0
XP_014039456.1,0
XP_014039458.1,0
XP_014039460.1,0
XP_014039461.1,0
XP_014039462.1,0
XP_014039464.1,0
XP_014039465.1,0
XP_014039467.1,0
XP_014039470.1,0
XP_014039471.1,0
XP_014039472.1,0
XP_014039473.1,0
XP_014039474.1,0
XP_014039475.1,0
XP_014039477.1,0
XP_014039479.1,0
XP_014039480.1,0
XP_014039481.1,0
XP_014039482.1,0
XP_014039484.1,0
XP_014039486.1,0
XP_014039487.1,0
XP_014039488.1,0
XP_014039489.1,0
XP_014039490.1,0
XP_014039491.1,0
XP_014039492.1,0
XP_014039493.1,0
XP_014039494.1,0
XP_014039495.1,0
XP_014039496.1,0
XP_014039497.1,0
XP_014039500.1,0
XP_014039502.1,0
XP_014039503.1,0
XP_014039504.1,0
XP_014039505.1,0
XP_014039506.1,0
XP_014039509.1,0
XP_014039511.1,0
XP_014039513.1,0
XP_014039514.1,0
XP_014039515.1,0
XP_014039516.1,0
XP_014039517.1,0
XP_014039518.1,0
XP_014039519.1,0
XP_014039520.1,0
XP_014039521.1,0
XP_014039522.1,0
XP_014039523.1,0
XP_014039524.1,0
XP_014039525.1,0
XP_014039526.1,0
XP_014039529.1,0
XP_014039530.1,0
XP_014039531.1,0
XP_014039532.1,0
XP_014039533.1,0
XP_014039534.1,0
XP_014039535.1,0
XP_014039536.1,0
XP_014039540.1,0
XP_014039541.1,0
XP_014039542.1,0
XP_014039543.1,0
XP_014039544.1,0
XP_014039545.1,0
XP_014039546.1,0
XP_014039548.1,0
XP_014039549.1,0
XP_014039550.1,0
XP_014039551.1,0
XP_014039552.1,0
XP_014039553.1,0
XP_014039554.1,0
XP_014039555.1,0
XP_014039557.1,0
XP_014039558.1,0
XP_014039559.1,0
XP_014039560.1,0
XP_014039561.1,0
XP_014039563.1,0
XP_014039564.1,0
XP_014039568.1,0
XP_014039569.1,0
XP_014039575.1,0
XP_014039576.1,0
XP_014039579.1,0
XP_014039581.1,0
XP_014039582.1,0
XP_014039584.1,0
XP_014039588.1,0
XP_014039589.1,0
XP_014039594.1,0
XP_014039595.1,0
XP_014039596.1,0
XP_014039597.1,0
XP_014039599.1,0
XP_014039600.1,0
XP_014039601.1,0
XP_014039602.1,0
XP_014039603.1,0
XP_014039604.1,0
XP_014039605.1,0
XP_014039606.1,0
XP_014039607.1,0
XP_014039608.1,0
XP_014039609.1,0
XP_014039610.1,0
XP_014039613.1,0
XP_014039614.1,0
XP_014039615.1,0
XP_014039616.1,0
XP_014039617.1,0
XP_014039622.1,0
XP_014039633.1,0
XP_014039634.1,0
XP_014039637.1,0
XP_014039640.1,0
XP_014039642.1,0
XP_014039643.1,0
XP_014039644.1,0
XP_014039645.1,0
XP_014039648.1,0
XP_014039652.1,0
XP_014039654.1,0
XP_014039656.1,0
XP_014039657.1,0
XP_014039658.1,0
XP_014039659.1,0
XP_014039661.1,0
XP_014039663.1,0
XP_014039665.1,0
XP_014039666.1,0
XP_014039668.1,0
XP_014039669.1,0
XP_014039670.1,0
XP_014039673.1,0
XP_014039674.1,0
XP_014039675.1,0
XP_014039676.1,0
XP_014039677.1,0
XP_014039678.1,0
XP_014039679.1,0
XP_014039680.1,0
XP_014039681.1,0
XP_014039682.1,0
XP_014039683.1,0
XP_014039684.1,0
XP_014039685.1,0
XP_014039686.1,0
XP_014039687.1,0
XP_014039688.1,0
XP_014039689.1,0
XP_014039691.1,0
XP_014039692.1,0
XP_014039694.1,0
XP_014039695.1,0
XP_014039696.1,0
XP_014039697.1,0
XP_014039701.1,0
XP_014039702.1,0
XP_014039703.1,0
XP_014039704.1,0
XP_014039705.1,0
XP_014039706.1,0
XP_014039707.1,0
XP_014039709.1,0
XP_014039710.1,0
XP_014039711.1,0
XP_014039712.1,0
XP_014039713.1,0
XP_014039715.1,0
XP_014039718.1,0
XP_014039719.1,0
XP_014039723.1,0
XP_014039724.1,0
XP_014039725.1,0
XP_014039727.1,0
XP_014039729.1,0
XP_014039731.1,0
XP_014039732.1,0
XP_014039733.1,0
XP_014039734.1,0
XP_014039735.1,0
XP_014039736.1,0
XP_014039738.1,0
XP_014039739.1,0
XP_014039741.1,0
XP_014039743.1,0
XP_014039747.1,0
XP_014039748.1,0
XP_014039760.1,0
XP_014039762.1,0
XP_014039763.1,0
XP_014039764.1,0
XP_014039765.1,0
XP_014039766.1,0
XP_014039768.1,0
XP_014039769.1,0
XP_014039770.1,0
XP_014039771.1,0
XP_014039772.1,0
XP_014039773.1,0
XP_014039774.1,0
XP_014039775.1,0
XP_014039776.1,0
XP_014039778.1,0
XP_014039779.1,0
XP_014039782.1,0
XP_014039783.1,0
XP_014039784.1,0
XP_014039785.1,0
XP_014039786.1,0
XP_014039787.1,0
XP_014039788.1,0
XP_014039789.1,0
XP_014039791.1,0
XP_014039792.1,0
XP_014039794.1,0
XP_014039797.1,0
XP_014039798.1,0
XP_014039799.1,0
XP_014039800.1,0
XP_014039801.1,0
XP_014039802.1,0
XP_014039803.1,1
XP_014039804.1,0
XP_014039805.1,0
XP_014039806.1,0
XP_014039808.1,0
XP_014039809.1,0
XP_014039811.1,0
XP_014039814.1,0
XP_014039815.1,0
XP_014039816.1,0
XP_014039818.1,0
XP_014039820.1,0
XP_014039823.1,0
XP_014039825.1,0
XP_014039826.1,0
XP_014039828.1,0
XP_014039829.1,0
XP_014039831.1,0
XP_014039832.1,0
XP_014039835.1,1
XP_014039838.1,0
XP_014039839.1,0
XP_014039841.1,0
XP_014039842.1,0
XP_014039843.1,0
XP_014039844.1,0
XP_014039846.1,0
XP_014039847.1,0
XP_014039848.1,0
XP_014039850.1,0
XP_014039851.1,0
XP_014039853.1,0
XP_014039854.1,0
XP_014039855.1,0
XP_014039857.1,0
XP_014039858.1,0
XP_014039859.1,0
XP_014039862.1,0
XP_014039863.1,0
XP_014039864.1,0
XP_014039865.1,0
XP_014039866.1,0
XP_014039867.1,0
XP_014039869.1,0
XP_014039870.1,0
XP_014039874.1,0
XP_014039877.1,0
XP_014039879.1,0
XP_014039881.1,0
XP_014039882.1,0
XP_014039883.1,0
XP_014039884.1,0
XP_014039885.1,0
XP_014039886.1,0
XP_014039888.1,0
XP_014039889.1,0
XP_014039890.1,0
XP_014039891.1,0
XP_014039892.1,0
XP_014039893.1,0
XP_014039894.1,0
XP_014039895.1,0
XP_014039897.1,0
XP_014039898.1,0
XP_014039899.1,0
XP_014039901.1,0
XP_014039903.1,0
XP_014039904.1,0
XP_014039905.1,0
XP_014039908.1,0
XP_014039909.1,0
XP_014039911.1,0
XP_014039914.1,0
XP_014039917.1,0
XP_014039918.1,0
XP_014039919.1,0
XP_014039920.1,0
XP_014039928.1,0
XP_014039929.1,0
XP_014039930.1,0
XP_014039933.1,0
XP_014039934.1,0
XP_014039935.1,0
XP_014039936.1,0
XP_014039937.1,0
XP_014039941.1,0
XP_014039942.1,0
XP_014039943.1,0
XP_014039945.1,0
XP_014039946.1,0
XP_014039950.1,0
XP_014039952.1,0
XP_014039954.1,0
XP_014039956.1,0
XP_014039957.1,0
XP_014039958.1,0
XP_014039959.1,0
XP_014039960.1,0
XP_014039961.1,0
XP_014039963.1,0
XP_014039965.1,0
XP_014039966.1,0
XP_014039968.1,0
XP_014039969.1,0
XP_014039970.1,0
XP_014039973.1,0
XP_014039974.1,0
XP_014039975.1,0
XP_014039976.1,0
XP_014039977.1,0
XP_014039978.1,0
XP_014039982.1,0
XP_014039983.1,0
XP_014039984.1,0
XP_014039986.1,0
XP_014039987.1,0
XP_014039989.1,0
XP_014039990.1,0
XP_014039993.1,0
XP_014039995.1,0
XP_014039996.1,0
XP_014039997.1,0
XP_014040002.1,0
XP_014040003.1,0
XP_014040004.1,0
XP_014040005.1,0
XP_014040007.1,0
XP_014040011.1,0
XP_014040012.1,0
XP_014040013.1,1
XP_014040017.1,0
XP_014040018.1,0
XP_014040022.1,0
XP_014040023.1,0
XP_014040025.1,0
XP_014040026.1,0
XP_014040027.1,0
XP_014040030.1,0
XP_014040032.1,0
XP_014040034.1,0
XP_014040037.1,0
XP_014040040.1,0
XP_014040041.1,0
XP_014040044.1,0
XP_014040045.1,0
XP_014040047.1,0
XP_014040048.1,0
XP_014040049.1,0
XP_014040051.1,0
XP_014040053.1,0
XP_014040054.1,0
XP_014040056.1,0
XP_014040057.1,0
XP_014040061.1,0
XP_014040062.1,0
XP_014040064.1,0
XP_014040065.1,0
XP_014040067.1,0
XP_014040070.1,0
XP_014040071.1,0
XP_014040074.1,0
XP_014040075.1,0
XP_014040077.1,0
XP_014040078.1,0
XP_014040079.1,0
XP_014040080.1,0
XP_014040082.1,0
XP_014040083.1,0
XP_014040084.1,0
XP_014040085.1,0
XP_014040086.1,0
XP_014040087.1,0
XP_014040088.1,0
XP_014040089.1,0
XP_014040091.1,0
XP_014040092.1,0
XP_014040094.1,0
XP_014040095.1,0
XP_014040097.1,0
XP_014040098.1,0
XP_014040099.1,0
XP_014040100.1,0
XP_014040102.1,0
XP_014040103.1,0
XP_014040104.1,0
XP_014040105.1,0
XP_014040106.1,0
XP_014040107.1,0
XP_014040109.1,0
XP_014040110.1,0
XP_014040112.1,0
XP_014040114.1,0
XP_014040116.1,0
XP_014040117.1,0
XP_014040118.1,0
XP_014040119.1,0
XP_014040120.1,0
XP_014040122.1,0
XP_014040123.1,0
XP_014040126.1,0
XP_014040127.1,0
XP_014040128.1,0
XP_014040129.1,0
XP_014040130.1,0
XP_014040133.1,0
XP_014040134.1,0
XP_014040135.1,0
XP_014040136.1,0
XP_014040139.1,0
XP_014040140.1,0
XP_014040141.1,0
XP_014040143.1,0
XP_014040144.1,0
XP_014040145.1,0
XP_014040146.1,0
XP_014040148.1,0
XP_014040150.1,0
XP_014040151.1,0
XP_014040152.1,0
XP_014040153.1,0
XP_014040154.1,0
XP_014040155.1,0
XP_014040158.1,0
XP_014040161.1,0
XP_014040171.1,0
XP_014040172.1,0
XP_014040173.1,0
XP_014040174.1,0
XP_014040175.1,0
XP_014040176.1,0
XP_014040177.1,0
XP_014040178.1,0
XP_014040179.1,0
XP_014040180.1,0
XP_014040181.1,0
XP_014040182.1,0
XP_014040183.1,0
XP_014040184.1,0
XP_014040185.1,1
XP_014040187.1,0
XP_014040188.1,0
XP_014040190.1,0
XP_014040191.1,0
XP_014040192.1,1
XP_014040193.1,0
XP_014040194.1,0
XP_014040195.1,0
XP_014040197.1,0
XP_014040198.1,0
XP_014040199.1,0
XP_014040201.1,0
XP_014040204.1,0
XP_014040206.1,0
XP_014040207.1,0
XP_014040208.1,0
XP_014040211.1,0
XP_014040212.1,0
XP_014040213.1,0
XP_014040216.1,0
XP_014040217.1,0
XP_014040219.1,0
XP_014040220.1,0
XP_014040222.1,0
XP_014040223.1,0
XP_014040224.1,0
XP_014040225.1,0
XP_014040227.1,0
XP_014040228.1,0
XP_014040231.1,0
XP_014040233.1,0
XP_014040234.1,0
XP_014040235.1,0
XP_014040236.1,0
XP_014040238.1,0
XP_014040239.1,0
XP_014040240.1,0
XP_014040241.1,0
XP_014040242.1,0
XP_014040243.1,0
XP_014040244.1,0
XP_014040245.1,0
XP_014040249.1,0
XP_014040250.1,0
XP_014040251.1,0
XP_014040256.1,0
XP_014040257.1,0
XP_014040258.1,0
XP_014040259.1,0
XP_014040260.1,0
XP_014040261.1,0
XP_014040262.1,0
XP_014040263.1,0
XP_014040264.1,0
XP_014040265.1,0
XP_014040267.1,0
XP_014040268.1,0
XP_014040269.1,0
XP_014040270.1,0
XP_014040271.1,0
XP_014040272.1,0
XP_014040273.1,0
XP_014040274.1,0
XP_014040276.1,0
XP_014040277.1,0
XP_014040278.1,0
XP_014040279.1,0
XP_014040280.1,0
XP_014040282.1,0
XP_014040283.1,0
XP_014040284.1,0
XP_014040286.1,0
XP_014040287.1,0
XP_014040289.1,0
XP_014040290.1,0
XP_014040291.1,0
XP_014040293.1,0
XP_014040294.1,0
XP_014040298.1,0
XP_014040299.1,0
XP_014040300.1,0
XP_014040302.1,0
XP_014040303.1,0
XP_014040304.1,0
XP_014040305.1,0
XP_014040309.1,0
XP_014040320.1,0
XP_014040322.1,0
XP_014040323.1,0
XP_014040324.1,0
XP_014040325.1,0
XP_014040326.1,0
XP_014040327.1,0
XP_014040328.1,0
XP_014040329.1,0
XP_014040330.1,0
XP_014040332.1,0
XP_014040333.1,0
XP_014040334.1,0
XP_014040335.1,0
XP_014040336.1,0
XP_014040339.1,0
XP_014040341.1,0
XP_014040342.1,0
XP_014040343.1,0
XP_014040344.1,0
XP_014040346.1,0
XP_014040347.1,0
XP_014040350.1,0
XP_014040351.1,0
XP_014040352.1,0
XP_014040354.1,0
XP_014040355.1,0
XP_014040356.1,0
XP_014040357.1,0
XP_014040358.1,0
XP_014040359.1,0
XP_014040360.1,0
XP_014040369.1,0
XP_014040370.1,0
XP_014040371.1,0
XP_014040372.1,0
XP_014040373.1,0
XP_014040375.1,0
XP_014040378.1,0
XP_014040379.1,0
XP_014040380.1,0
XP_014040381.1,0
XP_014040382.1,0
XP_014040385.1,0
XP_014040387.1,0
XP_014040389.1,0
XP_014040391.1,0
XP_014040392.1,0
XP_014040393.1,0
XP_014040394.1,0
XP_014040395.1,0
